id,Acer_Capillipes,Acer_Circinatum,Acer_Mono,Acer_Opalus,Acer_Palmatum,Acer_Pictum,Acer_Platanoids,Acer_Rubrum,Acer_Rufinerve,Acer_Saccharinum,Alnus_Cordata,Alnus_Maximowiczii,Alnus_Rubra,Alnus_Sieboldiana,Alnus_Viridis,Arundinaria_Simonii,Betula_Austrosinensis,Betula_Pendula,Callicarpa_Bodinieri,Castanea_Sativa,Celtis_Koraiensis,Cercis_Siliquastrum,Cornus_Chinensis,Cornus_Controversa,Cornus_Macrophylla,Cotinus_Coggygria,Crataegus_Monogyna,Cytisus_Battandieri,Eucalyptus_Glaucescens,Eucalyptus_Neglecta,Eucalyptus_Urnigera,Fagus_Sylvatica,Ginkgo_Biloba,Ilex_Aquifolium,Ilex_Cornuta,Liquidambar_Styraciflua,Liriodendron_Tulipifera,Lithocarpus_Cleistocarpus,Lithocarpus_Edulis,Magnolia_Heptapeta,Magnolia_Salicifolia,Morus_Nigra,Olea_Europaea,Phildelphus,Populus_Adenopoda,Populus_Grandidentata,Populus_Nigra,Prunus_Avium,Prunus_X_Shmittii,Pterocarya_Stenoptera,Quercus_Afares,Quercus_Agrifolia,Quercus_Alnifolia,Quercus_Brantii,Quercus_Canariensis,Quercus_Castaneifolia,Quercus_Cerris,Quercus_Chrysolepis,Quercus_Coccifera,Quercus_Coccinea,Quercus_Crassifolia,Quercus_Crassipes,Quercus_Dolicholepis,Quercus_Ellipsoidalis,Quercus_Greggii,Quercus_Hartwissiana,Quercus_Ilex,Quercus_Imbricaria,Quercus_Infectoria_sub,Quercus_Kewensis,Quercus_Nigra,Quercus_Palustris,Quercus_Phellos,Quercus_Phillyraeoides,Quercus_Pontica,Quercus_Pubescens,Quercus_Pyrenaica,Quercus_Rhysophylla,Quercus_Rubra,Quercus_Semecarpifolia,Quercus_Shumardii,Quercus_Suber,Quercus_Texana,Quercus_Trojana,Quercus_Variabilis,Quercus_Vulcanica,Quercus_x_Hispanica,Quercus_x_Turneri,Rhododendron_x_Russellianum,Salix_Fragilis,Salix_Intergra,Sorbus_Aria,Tilia_Oliveri,Tilia_Platyphyllos,Tilia_Tomentosa,Ulmus_Bergmanniana,Viburnum_Tinus,Viburnum_x_Rhytidophylloides,Zelkova_Serrata
299,1.3443575077e-09,3.60946724769e-11,3.47179979203e-08,1.15683072379e-07,1.84607845278e-10,4.90173984443e-09,4.06520634279e-08,3.23463152501e-12,8.5888110774e-11,1.07911388161e-10,6.81411991502e-15,1.48202199055e-12,3.54749533469e-13,3.96957596717e-13,7.79933867505e-13,1.3112697468e-07,2.22731362966e-11,3.35764698451e-10,6.03907857515e-12,8.88213205346e-10,6.4877196297e-09,3.26280459814e-07,4.85623992675e-11,5.79215789012e-06,4.84897791105e-08,6.76747719371e-06,5.27901419782e-14,1.1739373306e-07,5.07621758218e-08,1.14041187418e-07,1.66723943076e-09,7.6950884078e-07,8.81831341866e-11,5.52082387862e-11,1.29801325709e-07,7.83217463752e-13,1.35415061333e-06,2.77492132939e-05,0.000136583361794,0.999814680273,1.00926864838e-06,8.70089582741e-10,1.72616775464e-09,1.92897329408e-08,1.31822058256e-12,2.11632826202e-09,6.14596806099e-13,1.49615592401e-07,1.45877068169e-11,4.29205437522e-14,4.03120621021e-08,1.00231046831e-09,2.25656615025e-10,9.98876534509e-15,5.37463801217e-09,7.75918061609e-12,1.12915813202e-13,1.95985491304e-06,2.39038385446e-08,1.85588592388e-08,7.05563223308e-09,9.36647564365e-10,3.21206804665e-09,1.18917312125e-10,6.79986856712e-14,2.9326441303e-10,5.39010056608e-12,9.31707742798e-09,8.08821920994e-10,9.28924375649e-12,4.97427819768e-11,4.75742454755e-12,3.16222977759e-08,1.21164178247e-11,7.91391648675e-12,1.16467924682e-12,3.84524147763e-07,4.302097815e-10,2.04644997857e-11,8.12252736458e-09,4.27466727853e-14,2.5164767267e-09,1.24699818706e-08,1.291835413e-12,7.38590787565e-08,8.07162500749e-09,1.78078199182e-12,2.79191441011e-07,1.63866937179e-11,7.54316420721e-09,1.19850127601e-09,6.5753901056e-13,8.49393822779e-13,7.17683646522e-14,3.42782266334e-10,4.74406519176e-11,1.11404607419e-06,5.82457547438e-10,5.58264071159e-11
300,4.40562876505e-09,8.56678059072e-13,5.72107328133e-08,3.86605096856e-10,3.18938196784e-10,8.88077756927e-10,1.4749069926e-09,1.98631587464e-10,3.45348163614e-13,6.55228618769e-09,4.77581443608e-13,4.22318775452e-10,2.29974709319e-11,9.18784887019e-12,3.16110255781e-13,1.92437571414e-10,8.68249552772e-13,2.81500917357e-11,3.4535433394e-10,1.52030504097e-11,1.96860730283e-05,1.43805841168e-08,2.22707350221e-07,0.999429438677,0.000102676828438,1.91337059094e-08,1.04156883353e-13,1.92464433453e-10,4.43473169731e-07,1.49230100291e-08,6.59392079763e-08,1.19855583416e-08,8.32151246441e-13,1.4010938617e-09,4.32336522062e-10,1.33248436211e-10,1.05678795007e-10,1.35868805732e-07,9.91791249707e-05,5.70745267356e-08,3.74353574345e-11,8.51076415519e-14,1.21306260758e-11,6.23322631191e-11,6.05122207046e-12,5.25940751713e-12,2.07354728673e-10,4.23207320027e-10,8.22431467725e-10,6.75371504461e-12,4.61596914764e-12,5.06965813295e-10,1.21044706037e-09,2.18392007807e-12,3.8182099706e-06,1.29263112133e-09,2.77910366766e-12,1.49769005927e-09,1.28851786747e-12,1.00646402956e-06,2.58963848392e-09,1.16273539242e-07,1.26456850988e-09,2.37274581095e-14,8.21659214823e-11,1.51695154314e-07,1.06682228049e-10,3.75178591021e-09,8.50321290677e-09,3.56321265347e-12,0.000341630801876,7.3563818628e-09,2.01841271039e-08,1.95749539112e-09,2.74055506702e-11,1.89158897212e-12,1.94595509292e-08,1.9091025979e-11,4.90622895058e-12,2.07469026067e-07,1.52356144014e-11,1.65858278806e-09,4.48243005691e-12,4.28261261498e-15,6.38959975397e-12,1.30989595007e-09,3.2494262578e-10,5.93243201098e-11,1.58597859136e-10,3.90885200583e-11,4.60143280543e-10,1.1956493938e-12,1.95825003306e-10,4.33885210343e-10,9.6023042152e-14,7.23327019171e-13,9.5140959057e-07,1.1829551907e-10,5.46688870709e-10
301,5.76396315678e-08,8.56497251834e-08,0.00252145155148,0.000194359022107,1.53350936284e-06,1.95078104246e-05,8.00631822584e-05,9.91782076127e-06,2.60493356821e-09,8.106273895e-06,4.83411384949e-06,0.000140604679379,1.52494662599e-05,8.25865642761e-07,7.50247717434e-08,1.85216013488e-05,1.43248620012e-09,4.04434878936e-07,8.49817805174e-05,2.32279149096e-06,0.000948654133716,0.00162417431345,0.163411710962,0.150988163408,0.242614062968,0.000395412982468,7.10103372724e-10,1.67604095764e-05,0.0762031967922,0.244778335109,0.000206241093342,0.000170456986352,8.21534328973e-08,2.89624401586e-05,0.000139889466047,3.891344131e-06,9.0887839908e-06,1.56673387349e-06,0.0360422121472,1.95481488061e-05,5.59708242453e-09,4.26638571391e-10,1.81599948864e-07,4.13892175886e-06,5.67212917628e-07,1.80245792705e-06,0.00565792215026,6.97868410932e-07,0.00103215419233,1.46994176647e-05,8.37153431752e-07,2.1896744817e-05,1.97116553617e-05,7.63566867991e-05,0.00451795237893,0.00371336983424,1.55011033422e-06,1.2719396585e-05,2.34724720996e-08,1.13311881761e-07,0.000601527364071,0.0105391007932,0.000417322828212,5.29736286535e-08,1.31573764005e-07,0.000168713731454,6.83456116236e-06,0.00101519519051,0.0240614657186,6.28522410763e-08,0.00208663603577,6.14331563694e-06,4.42851525867e-06,0.000100466115919,6.92213355985e-08,1.92088193876e-06,0.000791362145347,6.44605605614e-07,4.2025865888e-09,0.0153902926506,1.92626510321e-05,0.00181342437865,5.009653539e-08,3.46157374238e-10,1.36340576948e-08,2.16799952615e-06,4.94108313352e-05,2.47483544573e-06,3.61495488545e-06,5.486851223e-07,1.18790750691e-05,1.88739417298e-07,0.0052686300088,0.000268097265381,2.56683796146e-07,3.66135803675e-08,0.00138014975611,4.05774289488e-07,0.000204994463799
305,2.45303515195e-05,8.59456974287e-08,0.998589701783,2.85272468155e-07,1.78046252836e-08,2.21065275074e-05,4.78644717358e-06,5.70542026885e-09,2.7269024493e-07,6.01829079569e-09,5.19814421124e-10,1.25058305359e-10,7.51562499182e-10,9.86699313509e-12,1.45802830284e-11,1.55553933684e-06,9.27272070869e-11,1.96049559297e-08,4.3302433566e-10,9.58235165832e-07,5.03351112386e-09,1.16796206974e-07,2.1792523063e-12,4.61743082213e-07,4.90479052135e-07,1.10411551655e-05,1.0125606017e-11,1.19615816152e-06,1.51226816257e-09,2.74794242054e-09,8.25887346309e-08,7.13664602684e-06,1.13344369796e-07,2.76901682974e-08,3.73731846497e-07,2.25809631483e-08,7.58900216676e-10,6.20076823434e-06,3.25080288178e-05,0.000746497873279,8.65464148029e-05,2.13602769114e-08,3.65427645837e-07,1.31531362549e-07,1.56824796449e-08,1.15850376727e-06,5.37219494802e-12,2.26606346753e-07,1.99248853851e-11,2.82373742633e-12,1.88694616124e-07,2.67376110315e-10,1.87463072754e-09,2.93193176417e-12,1.30843151258e-07,1.52786730441e-10,1.17238673157e-10,4.18494390546e-06,5.66883301484e-06,4.54010000184e-05,7.04553297727e-07,2.38544087565e-08,8.29426622872e-10,3.69888194493e-09,5.51527936689e-10,7.39592550087e-07,1.57784623488e-08,3.90355003029e-07,7.00345701893e-06,1.82006484119e-08,4.23430061141e-07,6.55147945494e-09,1.20201789618e-06,1.34575288308e-07,1.75266518829e-11,1.62836971889e-09,0.000357535506495,3.59259460187e-09,4.41823713884e-10,8.19623533685e-09,1.8822428161e-11,2.18928656867e-05,2.46467162532e-06,4.97057117228e-12,6.18911928017e-07,4.92486347659e-07,4.44451090462e-08,8.1413241915e-06,5.14961163831e-11,4.34194893547e-07,1.83117783116e-06,7.07619870192e-11,1.76529155659e-09,1.09102533417e-12,3.12870724737e-08,3.36972609806e-09,1.15754419002e-06,1.50382282772e-09,1.16703087707e-08
308,2.85051289093e-08,1.63129878635e-08,1.67496511692e-12,2.47821441434e-07,2.64294917442e-13,3.87410384466e-14,5.53069406869e-12,2.54404947963e-11,3.08665590365e-10,7.34400118113e-11,3.24829680245e-13,8.69015810892e-13,1.24127503394e-07,1.26466468467e-11,1.23853035413e-09,2.7910010691e-13,1.69760584067e-11,1.58585041672e-09,6.86515237145e-13,5.88895233108e-09,9.91723741367e-09,8.31188174596e-14,8.04685130524e-15,3.01476233853e-14,1.86864439835e-11,3.91068118464e-14,8.18346864411e-08,1.11355440014e-12,9.44575003598e-15,1.03691093409e-14,8.5096313022e-15,5.81515980457e-14,5.26696824474e-13,4.74192197977e-13,4.24036467371e-11,1.11004074155e-13,7.70075977584e-11,1.14700284736e-10,2.52711217151e-09,2.65179944314e-11,2.83281187256e-10,0.999985137458,1.17390811397e-12,4.34737856897e-11,2.68473082055e-14,3.80566596502e-10,2.03273469602e-12,6.60225418043e-08,1.38382410533e-05,5.04400122877e-12,1.99770904347e-07,1.09773567489e-10,1.63752159452e-12,2.50931260905e-09,5.90576816908e-10,1.7365620878e-11,3.1549055474e-12,4.47757111117e-12,5.17862491812e-09,5.70590421376e-09,1.90078906708e-12,2.68548130279e-13,8.30040323525e-14,1.85400169549e-10,3.16230373873e-13,5.13997139623e-11,1.23202278632e-15,7.13850857692e-15,6.21621536697e-13,2.01840791772e-14,1.34463615612e-15,3.37054662941e-14,7.47653128219e-14,7.73305595735e-16,1.44430217611e-11,7.56768128305e-11,1.8102984667e-09,3.10527672311e-13,1.50973754246e-11,2.06019615666e-10,3.74620713746e-13,3.92330806306e-15,5.43020908278e-10,6.66472534673e-10,6.98779161059e-10,1.68365077085e-07,1.13994747684e-11,2.63711760583e-09,7.42646322155e-14,1.46202546035e-10,1.44711191823e-11,3.33982580507e-08,8.43641439873e-16,8.80223987895e-14,7.42116917386e-09,2.32153666016e-09,4.23121453635e-13,3.66153195926e-09,9.34905071027e-10
312,3.5897040528e-13,1.00534301896e-16,5.00551114269e-10,7.63019928689e-15,3.15196941101e-14,1.73659468121e-13,3.07878288781e-14,2.31331446316e-15,7.26740340839e-18,1.16912503401e-13,1.51361418522e-13,7.2171884884e-15,2.15802106895e-16,2.31158248785e-16,2.08362760523e-16,2.42439894488e-16,1.25853884679e-15,3.57944611113e-15,2.92413165438e-12,5.13935318466e-15,1.39705075687e-14,2.24496682883e-13,1.78488735499e-13,1.73318935064e-11,4.98015080366e-12,1.40976061164e-14,9.56573319974e-15,3.55873630994e-09,4.16590532364e-13,1.9688465481e-13,2.14672680053e-12,2.70808306071e-13,8.44358708913e-16,6.18316068732e-15,7.01973839977e-09,9.19630723633e-15,7.11885321205e-15,2.13193067961e-17,1.03225721156e-12,9.85082027307e-15,4.44698153639e-13,1.8594404312e-17,3.79718908935e-10,1.35658532001e-13,1.06628912528e-12,9.40728340967e-15,2.06824585606e-15,1.64594657016e-12,1.76538351264e-12,9.99371082447e-13,6.16076734315e-12,2.35305369369e-13,8.42825301282e-17,3.91340667535e-14,9.07643707998e-08,1.1593152713e-11,2.18256502168e-14,4.89874206856e-14,6.17435744858e-12,3.40653371272e-13,1.15672181612e-13,0.999999245504,1.53029384499e-14,3.63141138263e-14,6.64289410843e-14,2.90167928209e-15,5.31703711131e-12,2.15007431135e-11,3.66429715933e-07,8.86664234021e-08,5.1007407473e-11,2.303773047e-13,1.79124674696e-12,4.62214873216e-10,8.44402899879e-15,1.17295937526e-13,2.75203314183e-09,5.66889772487e-15,9.82640318752e-16,1.51039513354e-14,6.46110836532e-15,1.42637970561e-11,1.84059639867e-13,4.82629386535e-15,8.43628625835e-15,8.69127751654e-13,2.52783714714e-12,3.15917721737e-15,5.00827327122e-14,8.2474027407e-14,1.52223493621e-08,1.77966652149e-16,8.8066553599e-14,6.64263444608e-15,5.39834977855e-16,5.0939847804e-15,1.78580143361e-07,7.89819855521e-15,5.89585112061e-14
313,9.13686696193e-10,6.13418028359e-15,2.03304573625e-10,2.57929975437e-07,1.11999754374e-12,1.44438419028e-10,4.46430662607e-11,5.26602596198e-12,7.77404429732e-16,1.56946446056e-09,2.35177651433e-14,6.91277818053e-10,8.40976968377e-13,1.12380570043e-13,4.69725905959e-14,2.63354186591e-13,4.67934048946e-15,1.02580138752e-13,9.63082906942e-08,9.33469502265e-14,9.47542398838e-10,1.18317869343e-10,3.7091514703e-08,1.00639966091e-07,0.999997932927,1.52474719326e-11,2.98359289956e-15,1.6189277657e-11,6.60336840872e-08,2.80454015417e-09,4.96996082939e-10,2.33771200051e-12,5.13938900045e-16,2.03488318459e-10,4.78946507055e-11,8.77761929224e-11,3.9434309777e-16,1.86292590202e-09,2.88570843288e-09,2.14764845399e-12,6.94507683987e-13,1.86407996389e-15,1.43004426249e-12,1.09119647854e-09,6.66894626933e-13,6.13663913623e-15,1.15155949149e-10,1.93930089426e-12,2.19141000104e-10,2.00276272467e-11,1.9592981556e-15,6.34612234097e-10,4.15380215424e-12,1.88341896504e-11,3.08347085907e-09,6.69766893182e-09,1.32709367222e-10,8.69056947357e-12,1.37729158938e-14,5.716369191e-09,4.56789647246e-10,5.864642958e-08,3.33461164164e-11,1.41094654372e-14,8.05292983061e-14,4.97376546539e-10,1.14185483339e-12,2.39725255882e-10,1.27316122582e-09,1.96185983471e-12,1.30874660163e-06,5.74587281164e-08,7.1007963861e-11,1.39696999505e-10,1.31725487557e-14,1.15685069922e-10,1.9116674299e-08,5.04562504908e-13,1.43238192149e-13,1.15156741348e-09,1.5337109948e-11,3.12573983361e-12,1.28278058349e-13,1.09367836526e-16,1.86758803518e-16,7.64752251539e-12,1.60782396215e-10,2.75296676088e-13,6.28353798713e-12,1.85968398268e-11,2.81244112179e-08,9.10033945961e-13,8.29411551292e-11,1.31507909338e-09,1.52527927366e-16,1.87130811037e-14,1.04800789364e-10,3.38477149803e-10,1.27048183936e-10
316,7.22960345264e-14,6.81490313407e-15,1.26004319523e-12,7.28813752772e-13,5.90304724475e-14,1.64608188601e-12,1.04618860548e-15,2.46305374757e-18,2.23434676954e-17,1.97894199545e-13,1.35388842867e-10,2.33577938872e-16,1.5873594004e-11,2.35127950798e-14,1.63626214801e-07,3.49724329436e-13,1.82529963571e-08,1.71858202925e-13,1.32098442648e-09,3.87939179058e-13,1.97936954558e-13,6.20069142708e-07,3.29732191331e-08,1.94993751815e-11,4.66802960308e-10,2.31400054589e-08,3.92454297131e-10,1.37850615855e-07,4.69392532483e-12,3.73879131254e-15,2.80218268293e-11,1.13349126566e-09,2.98051394491e-12,1.41155703034e-14,3.75326207359e-11,2.69189867673e-11,4.4641711599e-11,7.15677849117e-14,2.93189891338e-14,4.29812575311e-12,7.33255788849e-08,1.85101548087e-09,7.30141828161e-12,3.99765863989e-09,1.73099343267e-09,7.01410991799e-15,1.14703797908e-10,6.80547902891e-15,5.99299866479e-17,3.53882862658e-12,1.27247283851e-11,1.56415688264e-08,3.3835851973e-16,1.72341277157e-14,3.95115781292e-14,2.66125608058e-14,2.51808219174e-09,1.75161578803e-11,1.30409867863e-13,4.12466894616e-15,1.18643040306e-13,3.96161500701e-12,7.53873361121e-09,5.73591227859e-11,5.7289277781e-11,9.57102822372e-13,2.23616033717e-11,2.34491862793e-13,2.21998318274e-12,1.60300504572e-16,9.86185836917e-14,1.32644709292e-12,5.56941490297e-09,4.22415920808e-12,1.17412853522e-09,6.27082989707e-12,9.67293264644e-14,4.53696981422e-06,7.89469180809e-11,7.12007074935e-17,1.70406133278e-15,2.40026272948e-13,2.50273698145e-13,8.99747776853e-11,1.34004256014e-14,1.05443142412e-13,4.45620398947e-12,7.18995426197e-14,9.63662789431e-09,4.26462240545e-14,9.02063311136e-14,2.1136257547e-09,2.7778295572e-16,1.28937635333e-11,1.63891915403e-12,6.71009896581e-11,5.51128490245e-09,0.999994332302,2.6996173701e-13
318,4.72869137152e-11,1.34778606656e-07,2.62285032225e-08,9.10473888911e-06,4.29669939616e-08,6.26870305628e-07,6.78446099185e-06,9.28476693129e-08,7.66603380405e-09,1.92618239581e-09,1.01107753084e-10,3.08323215317e-07,2.0279978919e-08,6.23724147654e-09,1.99103985563e-10,0.00368101641281,8.43478775064e-11,8.43416112356e-09,1.75260663093e-08,6.27120535095e-08,1.44052021131e-07,9.69493984718e-07,3.82621411884e-05,2.03753445038e-06,2.81137070037e-06,6.74377816781e-07,1.97613077549e-11,9.23289285153e-09,0.126649532558,0.869249463123,0.000233191528863,1.26333430234e-09,9.8648092718e-07,8.92022726125e-07,4.60365767344e-06,5.47564617062e-08,1.87725609438e-05,1.32763926721e-05,5.71729820249e-06,6.62094370032e-06,3.0345154903e-07,1.19224016596e-10,4.69579685493e-07,7.8201082742e-09,2.22442444867e-10,6.03133922598e-08,1.91655152803e-08,4.83381444633e-08,2.46324480872e-08,1.66728206922e-09,9.03952070622e-09,8.851746031e-07,4.41448470748e-07,3.21982500731e-08,1.01634507858e-08,1.08120200981e-05,5.02430559315e-09,2.28448957156e-06,5.48147391433e-10,8.05542392108e-11,2.3303944789e-08,5.00617128608e-08,3.67634892308e-06,9.71646451441e-09,3.52480321729e-09,7.61195856768e-08,4.65690195618e-08,1.05018425278e-05,7.1382128267e-09,3.9481719195e-08,3.03628527408e-06,3.32363869061e-08,2.39371595608e-07,3.98919041705e-07,2.46268897678e-11,2.1714820773e-11,2.17800107057e-08,2.69511541668e-08,1.75039905708e-10,3.05331960401e-05,2.10049655528e-07,2.96308114494e-06,4.7438159961e-08,8.38974077865e-12,4.36313288753e-08,6.89385808468e-09,7.33098278302e-10,4.70211607393e-06,2.0860076871e-08,1.69408388489e-08,2.23537510753e-07,4.18182797267e-09,2.14383329782e-07,2.04068410363e-07,5.16401134315e-09,4.63212921655e-10,4.60097956305e-07,3.39652831682e-10,4.52795625229e-07
320,7.9800757595e-10,9.80923797966e-08,1.92094359236e-06,7.7218021161e-07,9.669641474e-08,2.67915478308e-05,8.32196119512e-07,2.25804017887e-07,2.02644819256e-09,6.94098626258e-08,1.34394377654e-09,1.71131498818e-07,3.88249608251e-09,2.46417803943e-08,2.45424598412e-10,0.000498334265121,1.39019303934e-10,9.73520988941e-09,1.85629845618e-07,1.34550188873e-08,1.42778685439e-06,3.86916312815e-07,3.41333352658e-06,4.05077132965e-05,1.63871642269e-06,4.00452046566e-08,1.21940421516e-11,5.99863268436e-08,0.981654813412,0.0166523657336,0.000937626708444,3.99161483929e-09,4.62499487405e-06,3.81255543568e-06,1.87241804223e-06,1.44569688334e-06,1.76546716845e-08,1.12521544408e-05,3.10511411462e-08,2.39674838713e-06,2.26029353174e-09,4.04822101438e-12,7.45691339418e-05,1.07410445685e-09,5.90267406335e-09,1.10600182984e-08,2.1974464423e-08,3.45729619505e-09,7.43016732836e-09,3.65443599426e-09,4.97233743166e-09,1.57978453969e-06,3.15526762869e-07,1.04827156925e-08,1.30281394798e-06,3.29311587449e-06,5.04072362079e-08,7.78024418314e-08,4.75027542825e-10,6.030172968e-10,3.72909759525e-07,8.82678713803e-07,1.46855231486e-07,2.85193725051e-09,3.19014623378e-07,5.44668955667e-07,1.32707169645e-05,4.35486314137e-07,6.66166760522e-09,3.89977976903e-07,1.72351256757e-05,5.23441048371e-08,4.44395569007e-07,1.02150537814e-06,1.1812650026e-09,5.90926518879e-10,3.53835829919e-07,1.56022087866e-08,8.02770603489e-10,2.06032390042e-05,4.24712022958e-06,8.78422710033e-06,5.7775587487e-09,3.18480363501e-11,7.72657223587e-08,4.90962517708e-10,8.11911427251e-10,2.02380224076e-07,5.34587883522e-08,3.09113269684e-09,3.43920148067e-07,1.64994866998e-09,4.32644005078e-07,2.25883684113e-07,1.01911863297e-10,7.27233635405e-11,3.54832397872e-08,8.19277728345e-11,9.31332853683e-07
332,6.61115477197e-07,1.17986703504e-08,2.85865726282e-05,0.000186179694708,5.25818805156e-08,1.13823217774e-07,1.06324364985e-06,1.02542760387e-07,1.22081093609e-08,1.74125710591e-08,1.12253012369e-06,8.56529736728e-08,4.78070240258e-07,1.90196651915e-07,7.48574890123e-10,2.96678217686e-07,4.42263304137e-10,6.4478252533e-07,5.17058876459e-08,1.14264275812e-05,3.66630108973e-08,2.91726967945e-05,1.30682075021e-08,1.85295308803e-06,1.55287599331e-06,1.47479691444e-07,1.66125764975e-10,4.90046105895e-08,5.6994403942e-09,3.02210681948e-07,0.000381153260041,3.21258072739e-06,6.04983741764e-06,2.70723224802e-08,1.58245816473e-06,2.72928442873e-09,1.66560053598e-06,1.20317408306e-06,2.17441682071e-07,4.06756377524e-06,4.18707073111e-08,9.85758346504e-09,7.69916510767e-08,7.74719404301e-08,3.45108525379e-07,7.93179285904e-06,4.83190742272e-07,1.64332789125e-07,6.20380784735e-07,1.13497942709e-07,6.71443557769e-07,8.93409440291e-10,1.72466303083e-06,1.83142417549e-08,3.20199863089e-05,0.000520759949546,3.67643230635e-08,6.97756263664e-07,5.10724166652e-07,4.47880280251e-08,5.83398625893e-07,3.09032254138e-05,4.15440518255e-07,2.7093255402e-08,5.05364234012e-08,2.07842238766e-05,1.36228160876e-09,1.86333345844e-05,0.997348978456,8.34990903786e-06,2.10617968807e-06,2.59003302903e-07,3.22682473261e-08,9.77529603528e-07,7.27245896644e-10,1.21038100965e-07,0.000413728862034,7.38821724045e-09,2.8917909829e-10,2.11582967348e-05,4.36312686088e-09,3.98194401619e-06,6.89747259883e-07,5.83748857352e-08,5.58059316195e-08,1.59717070305e-05,0.000242404989384,1.31202231293e-06,2.16384488173e-09,4.39351614215e-07,3.40356925549e-05,8.48767974364e-09,2.63191433074e-07,2.48249857721e-08,2.71529228504e-05,5.6865491054e-09,0.000332165880095,7.40331548641e-08,0.000244467706597
337,2.88459857208e-11,7.48827653372e-11,3.02304504864e-06,8.1248705162e-06,7.76090606756e-12,1.37919156799e-11,7.80144241956e-08,1.13102122756e-10,2.28599959444e-11,4.35143942276e-14,1.35273559112e-08,4.48145171289e-11,1.82425769518e-10,1.07736025648e-12,2.67681703509e-12,2.4989519449e-12,6.02275246194e-12,3.63143664785e-10,5.01520084721e-11,4.12259277103e-09,1.49091451921e-11,1.18025405417e-11,3.1151512261e-11,2.76084206756e-10,3.00883511197e-11,6.26379287477e-10,5.34279668487e-11,9.0618735116e-07,1.41488580645e-07,3.20245409159e-11,2.96132083808e-07,1.38614381221e-08,1.4639256882e-09,1.87174488057e-14,1.80103972403e-07,4.38727619755e-12,1.36524588678e-07,3.47791770583e-10,1.9028250602e-11,1.75911081468e-08,4.17439627109e-09,8.49967767466e-12,1.06378750203e-05,1.05329972947e-06,1.84933645331e-08,3.57809589852e-09,1.56427133109e-13,2.69371499023e-08,2.87392899492e-12,3.76700523198e-12,2.3136594775e-05,1.56002932039e-12,8.39060140372e-08,6.50876388419e-11,2.71102321816e-13,3.89700863623e-11,7.30967768354e-13,1.05914912008e-08,1.66667903773e-05,1.3674279054e-10,4.93419184733e-07,6.31197445628e-09,8.89012717755e-11,1.99258772423e-09,1.87208397665e-10,9.40873025851e-12,9.2121824495e-07,1.7515637977e-07,1.04915689294e-08,9.55008663863e-07,5.77343370194e-12,1.26921573363e-11,1.45395729484e-11,1.75313400141e-06,5.85658203842e-14,5.32596197534e-11,8.94310942169e-09,4.55793437468e-11,6.96798759277e-14,4.29308175419e-09,7.73183416115e-13,0.999926011152,7.5011019931e-09,1.34509379828e-10,9.32638117221e-10,1.74765437565e-07,5.68352153292e-08,7.31512593383e-09,8.25011956275e-14,1.19585245884e-08,3.51114196826e-06,7.1797694882e-11,3.31091611319e-07,1.3300085704e-12,5.74912416738e-08,2.91456249414e-09,9.07891880621e-07,8.63785460757e-13,6.62020844792e-09
343,6.12132452306e-13,4.53764967582e-11,2.1413523897e-06,1.50263834562e-10,1.41291691851e-11,1.07882530223e-05,5.8612395272e-11,5.16668899301e-11,3.48672880966e-13,1.06104884897e-12,7.12169514745e-09,2.25446737307e-13,2.54489712716e-13,1.74793381292e-12,1.9469059738e-11,4.8785526495e-10,3.95716351512e-11,6.39962417577e-12,1.23775302986e-11,3.22375837831e-10,1.74456331703e-13,4.96075896594e-07,1.53691846692e-11,1.24970862071e-11,2.43054295739e-11,6.82636396751e-12,4.71074277174e-10,8.5440379714e-07,2.77582997602e-07,9.67062186907e-12,2.8243013373e-07,1.60745670419e-08,8.29762567086e-10,2.52421339288e-13,2.66279024604e-07,4.40443703325e-10,2.70334077337e-09,1.54469841463e-10,3.04330494204e-11,2.21600913666e-11,3.85441287888e-10,4.90098396048e-10,0.999982666306,7.71246216476e-09,2.98604884735e-09,2.58286416138e-10,8.02811923095e-12,4.6735264494e-11,1.14607044391e-13,4.49962087654e-10,3.10800338377e-08,4.54644729871e-11,7.01512237707e-12,2.95426757032e-13,9.35615497636e-13,3.62530237931e-11,1.90047413295e-09,5.04535768837e-09,3.88238054521e-09,1.43665511356e-10,1.60431591051e-11,1.01122253609e-07,8.13478007623e-13,4.77825340711e-08,6.93862534048e-11,1.03852440901e-14,9.33251285807e-07,4.07567173463e-09,1.42971509159e-08,2.80625737877e-10,3.20735802788e-12,5.22022019683e-11,1.62965733401e-08,8.68638832654e-07,2.01371410633e-12,7.61520741167e-10,7.55032949495e-09,1.83133614865e-09,6.12096638698e-11,4.7765413397e-11,6.17353930601e-13,6.58101598313e-09,7.98692333644e-11,1.15458266623e-07,2.45487407914e-10,8.3550140723e-12,1.93892871759e-09,1.15606013e-08,6.55876755978e-09,2.76975179131e-10,2.75260579976e-10,2.48367609973e-12,8.42087869755e-11,1.24841404503e-13,4.42330703923e-09,1.44283546617e-11,1.81185217853e-11,3.95224722254e-11,1.59681642866e-12
